transaction_id,timestamp,customer_id,type,amount,merchant,is_fraud
T00001282,2023-02-23 10:00:00,C00348,Transfer,3694.73,Walmart,0
T00001283,2023-02-23 11:00:00,C03256,Deposit,4537.47,Restaurant,0
T00001284,2023-02-23 12:00:00,C04582,Payment,4055.68,Gas Station,0
T00001285,2023-02-23 13:00:00,C03996,Payment,850.55,Amazon,0
T00001286,2023-02-23 14:00:00,C01623,Deposit,2837.71,Grocery Store,0
T00001287,2023-02-23 15:00:00,C00671,Payment,1692.85,Walmart,0
T00001288,2023-02-23 16:00:00,C03427,Transfer,3941.8,Online Retail,0
T00001289,2023-02-23 17:00:00,C01807,Deposit,4613.43,Gas Station,0
T00001290,2023-02-23 18:00:00,C00141,Payment,4117.13,Grocery Store,0
T00001291,2023-02-23 19:00:00,C02547,Deposit,4458.92,Amazon,0
T00001292,2023-02-23 20:00:00,C00653,Transfer,1783.98,Grocery Store,0
T00001293,2023-02-23 21:00:00,C04519,Deposit,4919.42,Amazon,0
T00001294,2023-02-23 22:00:00,C03870,Purchase,4241.61,Gas Station,0
T00001295,2023-02-23 23:00:00,C01213,Purchase,4519.3,Grocery Store,1
T00001296,2023-02-24 00:00:00,C04714,Transfer,3848.57,Gas Station,0
T00001297,2023-02-24 01:00:00,C01598,Payment,3850.79,Walmart,0
T00001298,2023-02-24 02:00:00,C03955,Payment,3817.03,Grocery Store,0
T00001299,2023-02-24 03:00:00,C00905,Withdrawal,1832.73,Grocery Store,0
T00001300,2023-02-24 04:00:00,C02576,Purchase,4529.11,Walmart,0
T00001301,2023-02-24 05:00:00,C02387,Transfer,1833.29,Walmart,0
T00001302,2023-02-24 06:00:00,C02371,Withdrawal,2697.99,Gas Station,0
T00001303,2023-02-24 07:00:00,C04400,Purchase,1955.74,Amazon,0
T00001304,2023-02-24 08:00:00,C02271,Purchase,3934.05,Amazon,0
T00001305,2023-02-24 09:00:00,C04271,Withdrawal,4997.88,Gas Station,0
T00001306,2023-02-24 10:00:00,C01616,Purchase,1064.81,Online Retail,0
T00001307,2023-02-24 11:00:00,C02537,Transfer,1106.36,Grocery Store,0
T00001308,2023-02-24 12:00:00,C02204,Purchase,526.44,Amazon,0
T00001309,2023-02-24 13:00:00,C03033,Withdrawal,4026.41,Amazon,0
T00001310,2023-02-24 14:00:00,C03252,Transfer,2932.94,Restaurant,0
T00001311,2023-02-24 15:00:00,C01829,Transfer,2046.11,Restaurant,0
T00001312,2023-02-24 16:00:00,C00128,Payment,3710.98,Amazon,0
T00001313,2023-02-24 17:00:00,C04440,Payment,1189.32,Amazon,0
T00001314,2023-02-24 18:00:00,C03153,Withdrawal,1704.23,Gas Station,1
T00001315,2023-02-24 19:00:00,C00341,Purchase,4201.94,Restaurant,0
T00001316,2023-02-24 20:00:00,C01959,Purchase,4745.31,Restaurant,0
T00001317,2023-02-24 21:00:00,C01035,Withdrawal,3394.04,Gas Station,0
T00001318,2023-02-24 22:00:00,C00093,Deposit,4606.37,Amazon,0
T00001319,2023-02-24 23:00:00,C00229,Deposit,4913.51,Walmart,0
T00001320,2023-02-25 00:00:00,C02345,Purchase,2809.9,Grocery Store,0
T00001321,2023-02-25 01:00:00,C02049,Withdrawal,4018.44,Grocery Store,0
T00001322,2023-02-25 02:00:00,C00826,Payment,3653.41,Online Retail,0
T00001323,2023-02-25 03:00:00,C04575,Withdrawal,417.44,Walmart,0
T00001324,2023-02-25 04:00:00,C02136,Purchase,1951.37,Restaurant,0
T00001325,2023-02-25 05:00:00,C03116,Transfer,899.54,Restaurant,0
T00001326,2023-02-25 06:00:00,C02231,Deposit,3675.35,Grocery Store,0
T00001327,2023-02-25 07:00:00,C04515,Withdrawal,3286.17,Walmart,0
T00001328,2023-02-25 08:00:00,C03269,Transfer,963.75,Online Retail,0
T00001329,2023-02-25 09:00:00,C01091,Withdrawal,3689.22,Restaurant,0
T00001330,2023-02-25 10:00:00,C00139,Transfer,397.16,Walmart,0
T00001331,2023-02-25 11:00:00,C00050,Transfer,2907.0,Grocery Store,0
T00001332,2023-02-25 12:00:00,C01267,Payment,4699.06,Grocery Store,0
T00001333,2023-02-25 13:00:00,C00470,Transfer,3906.09,Restaurant,0
T00001334,2023-02-25 14:00:00,C02175,Purchase,1046.83,Online Retail,0
T00001335,2023-02-25 15:00:00,C04423,Withdrawal,4703.01,Restaurant,0
T00001336,2023-02-25 16:00:00,C02063,Purchase,4764.49,Grocery Store,0
T00001337,2023-02-25 17:00:00,C00391,Transfer,2388.89,Online Retail,0
T00001338,2023-02-25 18:00:00,C01293,Payment,2931.92,Grocery Store,0
T00001339,2023-02-25 19:00:00,C03071,Deposit,143.35,Grocery Store,0
T00001340,2023-02-25 20:00:00,C02614,Deposit,49.36,Amazon,0
T00001341,2023-02-25 21:00:00,C02216,Withdrawal,120.82,Walmart,0
T00001342,2023-02-25 22:00:00,C03331,Transfer,224.13,Restaurant,0
T00001343,2023-02-25 23:00:00,C03381,Withdrawal,2335.12,Grocery Store,0
T00001344,2023-02-26 00:00:00,C02918,Deposit,1507.57,Online Retail,0
T00001345,2023-02-26 01:00:00,C04642,Purchase,4815.14,Grocery Store,0
T00001346,2023-02-26 02:00:00,C02469,Transfer,214.99,Grocery Store,0
T00001347,2023-02-26 03:00:00,C04245,Purchase,4576.84,Walmart,0
T00001348,2023-02-26 04:00:00,C01763,Transfer,1134.16,Amazon,0
T00001349,2023-02-26 05:00:00,C03626,Payment,1534.86,Walmart,0
T00001350,2023-02-26 06:00:00,C03345,Purchase,1665.91,Walmart,0
T00001351,2023-02-26 07:00:00,C04246,Payment,1929.95,Restaurant,0
T00001352,2023-02-26 08:00:00,C02969,Deposit,2287.31,Grocery Store,0
T00001353,2023-02-26 09:00:00,C04357,Purchase,1026.12,Gas Station,0
T00001354,2023-02-26 10:00:00,C01793,Payment,545.36,Amazon,0
T00001355,2023-02-26 11:00:00,C02075,Transfer,134.12,Grocery Store,0
T00001356,2023-02-26 12:00:00,C04832,Deposit,601.73,Walmart,0
T00001357,2023-02-26 13:00:00,C03149,Purchase,2901.16,Online Retail,0
T00001358,2023-02-26 14:00:00,C04596,Deposit,1747.94,Grocery Store,0
T00001359,2023-02-26 15:00:00,C02413,Payment,308.62,Gas Station,0
T00001360,2023-02-26 16:00:00,C02362,Withdrawal,360.07,Amazon,0
T00001361,2023-02-26 17:00:00,C01660,Withdrawal,2997.05,Walmart,0
T00001362,2023-02-26 18:00:00,C02657,Transfer,946.55,Grocery Store,0
T00001363,2023-02-26 19:00:00,C01262,Transfer,3031.74,Amazon,0
T00001364,2023-02-26 20:00:00,C01383,Deposit,3697.54,Walmart,0
T00001365,2023-02-26 21:00:00,C00072,Payment,3722.51,Gas Station,0
T00001366,2023-02-26 22:00:00,C03027,Deposit,511.9,Online Retail,0
T00001367,2023-02-26 23:00:00,C00710,Purchase,3181.26,Online Retail,0
T00001368,2023-02-27 00:00:00,C04254,Transfer,888.61,Restaurant,0
T00001369,2023-02-27 01:00:00,C01901,Transfer,832.44,Online Retail,0
T00001370,2023-02-27 02:00:00,C03687,Transfer,3483.27,Gas Station,0
T00001371,2023-02-27 03:00:00,C02341,Withdrawal,2199.33,Restaurant,0
T00001372,2023-02-27 04:00:00,C02245,Deposit,80.32,Restaurant,0
T00001373,2023-02-27 05:00:00,C01151,Payment,3900.79,Gas Station,0
T00001374,2023-02-27 06:00:00,C04394,Withdrawal,3489.7,Restaurant,0
T00001375,2023-02-27 07:00:00,C02367,Withdrawal,3921.78,Walmart,0
T00001376,2023-02-27 08:00:00,C03460,Withdrawal,2360.99,Gas Station,0
T00001377,2023-02-27 09:00:00,C00779,Payment,2628.09,Online Retail,0
T00001378,2023-02-27 10:00:00,C02595,Deposit,4667.41,Restaurant,0
T00001379,2023-02-27 11:00:00,C00296,Transfer,1072.78,Amazon,0
T00001380,2023-02-27 12:00:00,C02229,Payment,607.22,Restaurant,0
T00001381,2023-02-27 13:00:00,C01932,Payment,2809.8,Online Retail,0
T00001382,2023-02-27 14:00:00,C01065,Transfer,2073.22,Gas Station,0
T00001383,2023-02-27 15:00:00,C04868,Payment,4760.53,Gas Station,0
T00001384,2023-02-27 16:00:00,C04697,Withdrawal,3197.16,Restaurant,0
T00001385,2023-02-27 17:00:00,C01873,Purchase,3719.95,Grocery Store,0
T00001386,2023-02-27 18:00:00,C01716,Withdrawal,3617.46,Amazon,0
T00001387,2023-02-27 19:00:00,C02993,Deposit,4395.34,Amazon,0
T00001388,2023-02-27 20:00:00,C04513,Deposit,426.78,Online Retail,0
T00001389,2023-02-27 21:00:00,C04798,Payment,1212.76,Walmart,0
T00001390,2023-02-27 22:00:00,C04139,Transfer,4896.19,Amazon,0
T00001391,2023-02-27 23:00:00,C02702,Withdrawal,3868.01,Gas Station,0
T00001392,2023-02-28 00:00:00,C00326,Payment,3920.55,Walmart,0
T00001393,2023-02-28 01:00:00,C04159,Payment,1181.56,Amazon,0
T00001394,2023-02-28 02:00:00,C03846,Transfer,439.93,Gas Station,0
T00001395,2023-02-28 03:00:00,C02678,Purchase,4306.45,Gas Station,0
T00001396,2023-02-28 04:00:00,C03972,Purchase,2146.64,Amazon,0
T00001397,2023-02-28 05:00:00,C00042,Purchase,692.16,Walmart,0
T00001398,2023-02-28 06:00:00,C03437,Payment,3291.33,Gas Station,0
T00001399,2023-02-28 07:00:00,C03022,Transfer,1600.83,Amazon,0
T00001400,2023-02-28 08:00:00,C03873,Purchase,1477.76,Amazon,0
T00001401,2023-02-28 09:00:00,C03609,Transfer,308.26,Gas Station,0
T00001402,2023-02-28 10:00:00,C02946,Withdrawal,376.01,Grocery Store,0
T00001403,2023-02-28 11:00:00,C02666,Deposit,4161.82,Gas Station,0
T00001404,2023-02-28 12:00:00,C04362,Withdrawal,1131.53,Restaurant,0
T00001405,2023-02-28 13:00:00,C01630,Payment,3782.38,Amazon,0
T00001406,2023-02-28 14:00:00,C04686,Transfer,1550.26,Restaurant,0
T00001407,2023-02-28 15:00:00,C03929,Payment,3486.87,Amazon,0
T00001408,2023-02-28 16:00:00,C01233,Purchase,176.09,Restaurant,0
T00001409,2023-02-28 17:00:00,C01859,Purchase,2549.43,Gas Station,0
T00001410,2023-02-28 18:00:00,C02627,Purchase,133.01,Grocery Store,0
T00001411,2023-02-28 19:00:00,C01523,Transfer,2543.1,Walmart,0
T00001412,2023-02-28 20:00:00,C04251,Deposit,341.12,Gas Station,0
T00001413,2023-02-28 21:00:00,C01793,Withdrawal,686.83,Restaurant,0
T00001414,2023-02-28 22:00:00,C03705,Purchase,4956.84,Walmart,1
T00001415,2023-02-28 23:00:00,C00865,Payment,1498.9,Online Retail,0
T00001416,2023-03-01 00:00:00,C00878,Deposit,1826.42,Restaurant,0
T00001417,2023-03-01 01:00:00,C00002,Withdrawal,2499.75,Restaurant,0
T00001418,2023-03-01 02:00:00,C02276,Deposit,993.72,Restaurant,0
T00001419,2023-03-01 03:00:00,C04387,Transfer,1211.41,Gas Station,0
T00001420,2023-03-01 04:00:00,C01863,Transfer,351.19,Online Retail,0
T00001421,2023-03-01 05:00:00,C01069,Payment,1828.3,Grocery Store,0
T00001422,2023-03-01 06:00:00,C03646,Purchase,765.12,Gas Station,0
T00001423,2023-03-01 07:00:00,C01036,Withdrawal,1479.19,Amazon,0
T00001424,2023-03-01 08:00:00,C02986,Deposit,478.65,Grocery Store,0
T00001425,2023-03-01 09:00:00,C02090,Transfer,2267.43,Restaurant,0
T00001426,2023-03-01 10:00:00,C00276,Transfer,1570.46,Online Retail,0
T00001427,2023-03-01 11:00:00,C04729,Payment,4709.68,Grocery Store,0
T00001428,2023-03-01 12:00:00,C00485,Purchase,3623.72,Restaurant,0
T00001429,2023-03-01 13:00:00,C04182,Transfer,4313.25,Grocery Store,0
T00001430,2023-03-01 14:00:00,C00451,Transfer,4607.27,Walmart,0
T00001431,2023-03-01 15:00:00,C02907,Transfer,1933.37,Grocery Store,0
T00001432,2023-03-01 16:00:00,C02624,Transfer,4265.55,Walmart,0
T00001433,2023-03-01 17:00:00,C04234,Payment,3600.48,Walmart,0
T00001434,2023-03-01 18:00:00,C02289,Purchase,3187.98,Amazon,0
T00001435,2023-03-01 19:00:00,C04720,Deposit,2399.86,Walmart,0
T00001436,2023-03-01 20:00:00,C00848,Withdrawal,2262.15,Grocery Store,0
T00001437,2023-03-01 21:00:00,C04227,Deposit,116.33,Amazon,0
T00001438,2023-03-01 22:00:00,C04520,Deposit,2889.67,Walmart,0
T00001439,2023-03-01 23:00:00,C04354,Payment,4235.69,Gas Station,0
T00001440,2023-03-02 00:00:00,C00158,Deposit,2399.33,Online Retail,0
T00001441,2023-03-02 01:00:00,C04273,Transfer,435.31,Restaurant,0
T00001442,2023-03-02 02:00:00,C03879,Payment,3684.31,Online Retail,0
T00001443,2023-03-02 03:00:00,C00436,Payment,1008.03,Walmart,0
T00001444,2023-03-02 04:00:00,C01833,Purchase,3841.13,Amazon,0
T00001445,2023-03-02 05:00:00,C01353,Payment,2226.19,Online Retail,0
T00001446,2023-03-02 06:00:00,C01434,Payment,3786.95,Gas Station,0
T00001447,2023-03-02 07:00:00,C03581,Deposit,4249.83,Grocery Store,0
T00001448,2023-03-02 08:00:00,C04416,Payment,3799.96,Amazon,0
T00001449,2023-03-02 09:00:00,C04827,Deposit,3134.05,Restaurant,0
T00001450,2023-03-02 10:00:00,C01665,Withdrawal,3505.98,Restaurant,0
T00001451,2023-03-02 11:00:00,C02087,Payment,3743.94,Gas Station,0
T00001452,2023-03-02 12:00:00,C01364,Payment,3330.69,Grocery Store,0
T00001453,2023-03-02 13:00:00,C00810,Deposit,3542.12,Grocery Store,0
T00001454,2023-03-02 14:00:00,C02135,Transfer,14.92,Amazon,0
T00001455,2023-03-02 15:00:00,C00889,Withdrawal,2170.83,Walmart,0
T00001456,2023-03-02 16:00:00,C02069,Withdrawal,3554.45,Grocery Store,0
T00001457,2023-03-02 17:00:00,C00363,Withdrawal,4559.5,Amazon,0
T00001458,2023-03-02 18:00:00,C04348,Payment,825.4,Amazon,0
T00001459,2023-03-02 19:00:00,C01117,Transfer,3193.04,Walmart,0
T00001460,2023-03-02 20:00:00,C00401,Transfer,3669.73,Restaurant,0
T00001461,2023-03-02 21:00:00,C03053,Purchase,4382.41,Gas Station,0
T00001462,2023-03-02 22:00:00,C03348,Withdrawal,1820.71,Grocery Store,0
T00001463,2023-03-02 23:00:00,C02475,Withdrawal,3529.11,Walmart,0
T00001464,2023-03-03 00:00:00,C02896,Withdrawal,4999.27,Online Retail,0
T00001465,2023-03-03 01:00:00,C04749,Withdrawal,3749.12,Walmart,0
T00001466,2023-03-03 02:00:00,C03726,Transfer,3043.75,Amazon,0
T00001467,2023-03-03 03:00:00,C01164,Deposit,1368.5,Amazon,0
T00001468,2023-03-03 04:00:00,C04788,Purchase,226.27,Restaurant,0
T00001469,2023-03-03 05:00:00,C03624,Withdrawal,3264.95,Gas Station,0
T00001470,2023-03-03 06:00:00,C02588,Deposit,2535.73,Walmart,0
T00001471,2023-03-03 07:00:00,C03374,Transfer,2102.72,Amazon,0
T00001472,2023-03-03 08:00:00,C04591,Withdrawal,3914.56,Online Retail,0
T00001473,2023-03-03 09:00:00,C00274,Withdrawal,2076.46,Grocery Store,0
T00001474,2023-03-03 10:00:00,C00447,Transfer,2771.54,Walmart,0
T00001475,2023-03-03 11:00:00,C00272,Withdrawal,2483.99,Online Retail,0
T00001476,2023-03-03 12:00:00,C02665,Deposit,2592.97,Gas Station,0
T00001477,2023-03-03 13:00:00,C01950,Deposit,1002.97,Amazon,0
T00001478,2023-03-03 14:00:00,C04417,Withdrawal,4163.76,Online Retail,0
T00001479,2023-03-03 15:00:00,C01292,Transfer,1487.42,Online Retail,0
T00001480,2023-03-03 16:00:00,C03777,Purchase,3061.57,Walmart,0
T00001481,2023-03-03 17:00:00,C02999,Purchase,4394.73,Amazon,0
T00001482,2023-03-03 18:00:00,C00672,Deposit,2646.88,Grocery Store,0
T00001483,2023-03-03 19:00:00,C04574,Deposit,2396.84,Walmart,0
T00001484,2023-03-03 20:00:00,C01245,Payment,4940.9,Walmart,0
T00001485,2023-03-03 21:00:00,C03235,Payment,1956.39,Gas Station,0
T00001486,2023-03-03 22:00:00,C03913,Purchase,957.81,Walmart,0
T00001487,2023-03-03 23:00:00,C01946,Payment,4371.85,Online Retail,0
T00001488,2023-03-04 00:00:00,C03770,Deposit,734.91,Walmart,0
T00001489,2023-03-04 01:00:00,C03181,Withdrawal,174.13,Gas Station,0
T00001490,2023-03-04 02:00:00,C02728,Withdrawal,3596.12,Online Retail,0
T00001491,2023-03-04 03:00:00,C02751,Withdrawal,3809.95,Gas Station,0
T00001492,2023-03-04 04:00:00,C04617,Deposit,4180.77,Gas Station,0
T00001493,2023-03-04 05:00:00,C02266,Payment,2052.87,Walmart,0
T00001494,2023-03-04 06:00:00,C04401,Transfer,4392.18,Amazon,0
T00001495,2023-03-04 07:00:00,C04094,Transfer,4981.25,Online Retail,0
T00001496,2023-03-04 08:00:00,C04117,Transfer,449.18,Online Retail,0
T00001497,2023-03-04 09:00:00,C04765,Purchase,686.02,Amazon,0
T00001498,2023-03-04 10:00:00,C04342,Payment,1623.35,Grocery Store,0
T00001499,2023-03-04 11:00:00,C02391,Payment,927.42,Amazon,0
T00001500,2023-03-04 12:00:00,C01095,Transfer,4548.96,Restaurant,0
T00001501,2023-03-04 13:00:00,C04470,Payment,533.01,Grocery Store,0
T00001502,2023-03-04 14:00:00,C02496,Withdrawal,3648.9,Grocery Store,0
T00001503,2023-03-04 15:00:00,C03156,Transfer,1268.7,Walmart,0
T00001504,2023-03-04 16:00:00,C03162,Deposit,4342.72,Online Retail,0
T00001505,2023-03-04 17:00:00,C04951,Withdrawal,3731.68,Gas Station,0
T00001506,2023-03-04 18:00:00,C02363,Transfer,3416.23,Amazon,0
T00001507,2023-03-04 19:00:00,C03242,Withdrawal,1424.38,Online Retail,0
T00001508,2023-03-04 20:00:00,C03471,Payment,1809.3,Gas Station,0
T00001509,2023-03-04 21:00:00,C04659,Deposit,1738.86,Grocery Store,0
T00001510,2023-03-04 22:00:00,C02779,Transfer,767.81,Online Retail,0
T00001511,2023-03-04 23:00:00,C02702,Transfer,1503.35,Gas Station,0
T00001512,2023-03-05 00:00:00,C00410,Withdrawal,2832.32,Online Retail,0
T00001513,2023-03-05 01:00:00,C03050,Transfer,1463.17,Gas Station,0
T00001514,2023-03-05 02:00:00,C02136,Transfer,1632.81,Online Retail,0
T00001515,2023-03-05 03:00:00,C02404,Payment,1338.46,Restaurant,0
T00001516,2023-03-05 04:00:00,C01399,Deposit,3261.29,Gas Station,0
T00001517,2023-03-05 05:00:00,C04622,Transfer,2065.27,Online Retail,0
T00001518,2023-03-05 06:00:00,C01284,Transfer,2210.98,Online Retail,0
T00001519,2023-03-05 07:00:00,C03082,Purchase,4100.85,Grocery Store,0
T00001520,2023-03-05 08:00:00,C01237,Withdrawal,289.7,Gas Station,0
T00001521,2023-03-05 09:00:00,C04557,Payment,2691.8,Amazon,0
T00001522,2023-03-05 10:00:00,C03202,Withdrawal,3526.24,Grocery Store,0
T00001523,2023-03-05 11:00:00,C00996,Transfer,2444.55,Walmart,0
T00001524,2023-03-05 12:00:00,C01915,Purchase,755.08,Amazon,0
T00001525,2023-03-05 13:00:00,C00972,Purchase,731.03,Gas Station,0
T00001526,2023-03-05 14:00:00,C01693,Payment,1215.88,Walmart,0
T00001527,2023-03-05 15:00:00,C00182,Purchase,2688.23,Amazon,0
T00001528,2023-03-05 16:00:00,C03927,Purchase,3967.09,Amazon,0
T00001529,2023-03-05 17:00:00,C03258,Purchase,2979.83,Amazon,0
T00001530,2023-03-05 18:00:00,C02519,Deposit,1246.54,Restaurant,0
T00001531,2023-03-05 19:00:00,C02265,Purchase,4049.16,Walmart,0
T00001532,2023-03-05 20:00:00,C00115,Purchase,1879.0,Walmart,0
T00001533,2023-03-05 21:00:00,C03333,Withdrawal,4943.79,Gas Station,0
T00001534,2023-03-05 22:00:00,C04553,Purchase,4911.41,Gas Station,0
T00001535,2023-03-05 23:00:00,C00770,Transfer,3442.23,Walmart,0
T00001536,2023-03-06 00:00:00,C02680,Purchase,4111.88,Walmart,0
T00001537,2023-03-06 01:00:00,C03264,Payment,1440.54,Walmart,0
T00001538,2023-03-06 02:00:00,C02983,Payment,1424.96,Online Retail,0
T00001539,2023-03-06 03:00:00,C02200,Deposit,988.07,Online Retail,0
T00001540,2023-03-06 04:00:00,C01440,Withdrawal,4306.83,Restaurant,0
T00001541,2023-03-06 05:00:00,C03058,Deposit,658.68,Gas Station,0
T00001542,2023-03-06 06:00:00,C04192,Payment,4285.59,Restaurant,0
T00001543,2023-03-06 07:00:00,C02896,Transfer,309.06,Gas Station,0
T00001544,2023-03-06 08:00:00,C01942,Withdrawal,1927.54,Walmart,0
T00001545,2023-03-06 09:00:00,C00232,Purchase,3002.58,Restaurant,0
T00001546,2023-03-06 10:00:00,C03135,Deposit,4198.49,Grocery Store,0
T00001547,2023-03-06 11:00:00,C01665,Payment,1359.19,Restaurant,0
T00001548,2023-03-06 12:00:00,C00834,Deposit,1366.16,Walmart,0
T00001549,2023-03-06 13:00:00,C04204,Purchase,1004.03,Online Retail,0
T00001550,2023-03-06 14:00:00,C00361,Purchase,1457.67,Amazon,0
T00001551,2023-03-06 15:00:00,C03837,Purchase,3913.62,Gas Station,0
T00001552,2023-03-06 16:00:00,C04575,Payment,3619.91,Walmart,0
T00001553,2023-03-06 17:00:00,C00924,Deposit,2441.9,Grocery Store,0
T00001554,2023-03-06 18:00:00,C03947,Payment,2187.27,Walmart,0
T00001555,2023-03-06 19:00:00,C00486,Purchase,1315.01,Grocery Store,0
T00001556,2023-03-06 20:00:00,C03702,Deposit,2267.7,Restaurant,0
T00001557,2023-03-06 21:00:00,C00567,Deposit,1355.56,Amazon,0
T00001558,2023-03-06 22:00:00,C01741,Transfer,4642.62,Online Retail,0
T00001559,2023-03-06 23:00:00,C02544,Deposit,1785.69,Amazon,0
T00001560,2023-03-07 00:00:00,C04410,Payment,4456.69,Online Retail,0
T00001561,2023-03-07 01:00:00,C03817,Purchase,4721.39,Amazon,0
T00001562,2023-03-07 02:00:00,C04128,Payment,3666.56,Gas Station,0
T00001563,2023-03-07 03:00:00,C02139,Withdrawal,1928.61,Grocery Store,0
T00001564,2023-03-07 04:00:00,C01049,Withdrawal,2583.69,Grocery Store,0
T00001565,2023-03-07 05:00:00,C02995,Withdrawal,3070.69,Gas Station,0
T00001566,2023-03-07 06:00:00,C01828,Payment,4709.48,Walmart,0
T00001567,2023-03-07 07:00:00,C00233,Payment,3093.43,Grocery Store,0
T00001568,2023-03-07 08:00:00,C03708,Withdrawal,1270.56,Grocery Store,0
T00001569,2023-03-07 09:00:00,C02568,Purchase,2073.95,Grocery Store,0
T00001570,2023-03-07 10:00:00,C00961,Withdrawal,1934.84,Amazon,0
T00001571,2023-03-07 11:00:00,C04566,Deposit,4296.11,Gas Station,0
T00001572,2023-03-07 12:00:00,C01803,Withdrawal,2805.32,Gas Station,0
T00001573,2023-03-07 13:00:00,C03106,Purchase,564.09,Restaurant,0
T00001574,2023-03-07 14:00:00,C02371,Payment,4027.83,Restaurant,0
T00001575,2023-03-07 15:00:00,C03142,Withdrawal,2618.91,Amazon,0
T00001576,2023-03-07 16:00:00,C00452,Payment,2415.33,Gas Station,0
T00001577,2023-03-07 17:00:00,C00981,Withdrawal,4279.18,Gas Station,0
T00001578,2023-03-07 18:00:00,C01600,Withdrawal,3652.61,Amazon,0
T00001579,2023-03-07 19:00:00,C03120,Withdrawal,1127.87,Grocery Store,0
T00001580,2023-03-07 20:00:00,C04077,Transfer,1632.2,Restaurant,0
T00001581,2023-03-07 21:00:00,C03518,Deposit,1817.9,Online Retail,0
T00001582,2023-03-07 22:00:00,C00429,Purchase,77.19,Restaurant,0
T00001583,2023-03-07 23:00:00,C02707,Payment,911.11,Gas Station,0
T00001584,2023-03-08 00:00:00,C04086,Payment,3250.5,Amazon,0
T00001585,2023-03-08 01:00:00,C03792,Transfer,2880.33,Gas Station,0
T00001586,2023-03-08 02:00:00,C00240,Purchase,356.79,Amazon,0
T00001587,2023-03-08 03:00:00,C04091,Payment,2837.63,Online Retail,0
T00001588,2023-03-08 04:00:00,C02687,Purchase,2613.17,Restaurant,0
T00001589,2023-03-08 05:00:00,C00563,Deposit,4112.37,Restaurant,0
T00001590,2023-03-08 06:00:00,C02572,Payment,3712.58,Restaurant,0
T00001591,2023-03-08 07:00:00,C01664,Payment,4428.34,Walmart,0
T00001592,2023-03-08 08:00:00,C03859,Deposit,274.38,Walmart,0
T00001593,2023-03-08 09:00:00,C00806,Withdrawal,4478.65,Gas Station,0
T00001594,2023-03-08 10:00:00,C04460,Deposit,2413.54,Gas Station,0
T00001595,2023-03-08 11:00:00,C01844,Transfer,908.47,Grocery Store,0
T00001596,2023-03-08 12:00:00,C00848,Payment,4258.18,Restaurant,0
T00001597,2023-03-08 13:00:00,C01724,Payment,2865.83,Gas Station,0
T00001598,2023-03-08 14:00:00,C01488,Deposit,4322.9,Gas Station,0
T00001599,2023-03-08 15:00:00,C02288,Transfer,569.46,Online Retail,0
T00001600,2023-03-08 16:00:00,C03078,Withdrawal,899.33,Restaurant,0
T00001601,2023-03-08 17:00:00,C00544,Deposit,2584.34,Walmart,0
T00001602,2023-03-08 18:00:00,C03046,Withdrawal,2024.05,Grocery Store,0
T00001603,2023-03-08 19:00:00,C01143,Deposit,155.89,Walmart,0
T00001604,2023-03-08 20:00:00,C04545,Deposit,2127.44,Restaurant,0
T00001605,2023-03-08 21:00:00,C00780,Purchase,4779.47,Gas Station,0
T00001606,2023-03-08 22:00:00,C03104,Payment,1280.34,Amazon,0
T00001607,2023-03-08 23:00:00,C01903,Withdrawal,1354.41,Online Retail,0
T00001608,2023-03-09 00:00:00,C00242,Payment,2735.05,Grocery Store,0
T00001609,2023-03-09 01:00:00,C01958,Deposit,3613.68,Restaurant,0
T00001610,2023-03-09 02:00:00,C04176,Payment,3956.45,Restaurant,0
T00001611,2023-03-09 03:00:00,C04167,Withdrawal,2364.42,Amazon,0
T00001612,2023-03-09 04:00:00,C03392,Purchase,4457.0,Restaurant,0
T00001613,2023-03-09 05:00:00,C02032,Deposit,673.75,Gas Station,0
T00001614,2023-03-09 06:00:00,C04412,Payment,4600.25,Online Retail,0
T00001615,2023-03-09 07:00:00,C03486,Transfer,3998.27,Online Retail,0
T00001616,2023-03-09 08:00:00,C02260,Deposit,908.6,Walmart,0
T00001617,2023-03-09 09:00:00,C04312,Payment,2461.59,Online Retail,0
T00001618,2023-03-09 10:00:00,C04062,Payment,3593.05,Gas Station,0
T00001619,2023-03-09 11:00:00,C01113,Purchase,4534.57,Amazon,0
T00001620,2023-03-09 12:00:00,C04905,Deposit,2034.16,Online Retail,0
T00001621,2023-03-09 13:00:00,C03226,Withdrawal,3389.86,Walmart,0
T00001622,2023-03-09 14:00:00,C03622,Deposit,35.88,Online Retail,0
T00001623,2023-03-09 15:00:00,C01110,Purchase,2290.36,Gas Station,0
T00001624,2023-03-09 16:00:00,C00837,Deposit,312.5,Walmart,0
T00001625,2023-03-09 17:00:00,C01777,Payment,532.46,Gas Station,0
T00001626,2023-03-09 18:00:00,C03000,Purchase,447.24,Restaurant,0
T00001627,2023-03-09 19:00:00,C03926,Transfer,2739.35,Restaurant,0
T00001628,2023-03-09 20:00:00,C02672,Transfer,3185.39,Grocery Store,0
T00001629,2023-03-09 21:00:00,C03878,Payment,1670.58,Online Retail,0
T00001630,2023-03-09 22:00:00,C00342,Transfer,3726.4,Restaurant,0
T00001631,2023-03-09 23:00:00,C02687,Withdrawal,1679.61,Online Retail,0
